Código,Nome,Turma,Ano-Período,Docente,Horário,Qtde Vagas Ofertadas,Qtde Vagas Ocupadas,Local
ENE0045,ELETRÔNICA,A,2021.1,JOSE EDIL GUIMARAES DE MEDEIROS (60h),35M12,70,61,FT BT-13/15
ENE0040,LABORATÓRIO DE SISTEMAS DIGITAIS,B,2021.1,DANIEL CHAVES CAFE (30h),2T23,22,16,A definir
ENE0072,LABORATÓRIO DE INSTALAÇÕES ELÉTRICAS,B,2021.1,FERNANDO CARDOSO MELO (30h),5T45,12,9,SG-11 AT-49/14
ENE0044,LABORATÓRIO DE CIRCUITOS ELÉTRICOS 1,B,2021.1,MARCELO MENEZES DE CARVALHO (30h),6M34,20,16,A Definir
ENE0040,LABORATÓRIO DE SISTEMAS DIGITAIS,E,2021.1,LUIS FERNANDO RAMOS MOLINARO (30h),3T45,20,11,A definir
ENE0006,LABORATÓRIO DE CONTROLE DE PROCESSOS,B,2021.1,EDUARDO STOCKLER TOGNETTI (30h),3T45,15,9,SG-11 AT -31/12
ENE0078,LABORATÓRIO DE CONTROLE DE SISTEMAS DINÂMICOS,A,2021.1,MARCO ANTONIO FREITAS DO EGITO COELHO (30h),2M12,16,7,SG-11 AT -39/12
ENE0262,COMUNICACOES DIGITAIS,A,2021.1,PAULO HENRIQUE PORTELA DE CARVALHO (60h),24T45,50,27,FT BT-34/15
ENE0017,AVALIAÇÃO DE DESEMPENHO DE REDES E SISTEMAS,A,2021.1,FABIO LUCIO LOPES DE MENDONCA (30h),46M34,30,22,FT LAB.REDES
ENE0240,CONTROLE PARA AUTOMAÇÃO,A,2021.1,JOSE ONIRAM DE AQUINO LIMAVERDE FILHO (60h),46M12,50,27,FT BT 52/15
ENE0309,TRABALHO DE CONCLUSÃO DE CURSO 1,37,2021.1,FERNANDO CARDOSO MELO (30h),7T23,1,5,A definir
ENE0063,ESTÁGIO SUPERVISIONADO EM ENGENHARIA DE REDES DE COMUNICAÇÃO,E,2021.1,FLAVIO ELIAS GOMES DE DEUS (180h),7M1234 7T2345 6N123,4,2,Remoto
ENE0343,PROJETO FINAL DE GRADUAÇÃO 2,G,2021.1,WILLIAM FERREIRA GIOZZA (90h),2345N4 7N3,1,1,Remoto
ENE0299,TRABALHO DE CONCLUSÃO DE CURSO 2,50,2021.1,ADSON FERREIRA DA ROCHA (150h),23456N3,1,1,A definir
ENE0177,ELETROMAGNETISMO 1,B,2021.1,FRANKLIN DA COSTA SILVA (60h),24T45,50,40,FT BT 52/15
ENE0073,LABORATÓRIO DE SISTEMAS ELÉTRICOS DE POTÊNCIA,B,2021.1,KLEBER MELO E SILVA (30h),5T23,16,9,SG-11 AT-47/14
ENE0063,ESTÁGIO SUPERVISIONADO EM ENGENHARIA DE REDES DE COMUNICAÇÃO,C,2021.1,UGO SILVA DIAS (180h),7M1234 7T2345 6N123,4,2,Remoto
ENE0063,ESTÁGIO SUPERVISIONADO EM ENGENHARIA DE REDES DE COMUNICAÇÃO,A,2021.1,VINICIUS PEREIRA GONCALVES (180h),7M1234 7T2345 6N123,4,2,Remoto
ENE0053,ELETROMAGNETISMO 2,A,2021.1,FRANKLIN DA COSTA SILVA (60h),35T23,50,48,FT BT-25/15
ENE0332,TOPICOS EM ENGENHARIA,A,2021.1,FLAVIA MARIA GUERRA DE SOUSA ARANHA OLIVEIRA (60h),24N23,40,19,A definir
ENE0048,LABORATÓRIO DE CONVERSÃO ELETROMECÂNICA DE ENERGIA,C,2021.1,ANESIO DE LELES FERREIRA FILHO (30h),5T23,10,9,SG-11 AT-47/14
ENE0072,LABORATÓRIO DE INSTALAÇÕES ELÉTRICAS,A,2021.1,FERNANDO CARDOSO MELO (30h),5T23,12,10,SG-11 AT-49/14
ENE0295,LABORATÓRIO DE PRINCÍPIOS DE COMUNICAÇÃO,B,2021.1,LEONARDO AGUAYO (30h),2M34,20,25,SG-11 A1-09/12
ENE0058,LABORATÓRIO DE SISTEMAS MICROPROCESSADOS,A,2021.1,EDUARDO PEIXOTO FERNANDES DA SILVA (30h),6M34,20,14,A definir
ENE0056,SISTEMAS MICROPROCESSADOS,A,2021.1,EDUARDO PEIXOTO FERNANDES DA SILVA (60h),35T45,70,39,FT BT-13/15
ENE0342,PROJETO FINAL DE GRADUAÇÃO 1,E,2021.1,GEORGES DANIEL AMVAME NZE (30h),2M5 2T1,4,3,Remoto
ENE0001,ELETRICIDADE BÁSICA,A,2021.1,RAFAEL AMARAL SHAYANI (60h),35T6 35N1,70,45,FT BT-13/15
ENE0077,CONTROLE DE SISTEMAS DINÂMICOS,C,2021.1,RENATO ALVES BORGES (60h),35M34,30,28,A definir
ENE0211,TEORIA DA INFORMACAO,A,2021.1,MAX EDUARDO VIZCARRA MELGAR (60h),35T23,30,24,a definir
ENE0021,TÓPICOS EM REDES DE COMUNICAÇÃO 3,A,2021.1,FABIO LUCIO LOPES DE MENDONCA (30h),2M34,30,4,FT LAB.REDES
ENE0068,SINAIS E SISTEMAS EM TEMPO DISCRETO,A,2021.1,MYLENE CHRISTINE QUEIROZ DE FARIAS (60h),35M34,50,27,FT BT-34/15
ENE0013,ALGORITMOS E ESTRUTURA DE DADOS,A,2021.1,VINICIUS PEREIRA GONCALVES (60h),35M34,30,9,Remoto
ENE0342,PROJETO FINAL DE GRADUAÇÃO 1,C,2021.1,FLAVIO ELIAS GOMES DE DEUS (30h),3M12,2,1,Remoto
ENE0007,REDES DE TELECOMUNICAÇÕES,A,2021.1,MAX EDUARDO VIZCARRA MELGAR (60h),35M34,30,15,Remoto
ENE0299,TRABALHO DE CONCLUSÃO DE CURSO 2,42,2021.1,FRANCIS ARODY MORENO VASQUEZ (150h),23456N3,1,6,A definir
ENE0072,LABORATÓRIO DE INSTALAÇÕES ELÉTRICAS,C,2021.1,AMAURI GUTIERREZ MARTINS BRITTO (30h),6T23,12,7,SG-11 AT-49/14
ENE0078,LABORATÓRIO DE CONTROLE DE SISTEMAS DINÂMICOS,E,2021.1,JOSE ONIRAM DE AQUINO LIMAVERDE FILHO (30h),5T45,16,5,SG-11 AT-39/12
ENE0048,LABORATÓRIO DE CONVERSÃO ELETROMECÂNICA DE ENERGIA,B,2021.1,ANESIO DE LELES FERREIRA FILHO (30h),3T45,10,11,SG-11 AT-47/14
ENE0309,TRABALHO DE CONCLUSÃO DE CURSO 1,52,2021.1,FRANCISCO DAMASCENO FREITAS (30h),7T23,10,1,virtual
ENE0054,LABORATÓRIO DE ELETROMAGNETISMO 2,C,2021.1,PLINIO RICARDO GANIME ALVES (30h),4M12,12,11,SG-11 A1 34/15
